STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NLD,Netherlands,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.07,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NZL,New Zealand,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.13,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NIC,Nicaragua,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.1,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NER,Niger,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.66,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NGA,Nigeria,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,2.4,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MKD,North Macedonia,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.04,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NOR,Norway,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.08,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,OMN,Oman,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.07,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PAK,Pakistan,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,2.27,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PAN,Panama,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.06,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PNG,Papua New Guinea,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.1,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRY,Paraguay,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.1,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PER,Peru,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.64,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PHL,Philippines,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,1.57,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.76,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRT,Portugal,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.25,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,QAT,Qatar,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.04,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ROU,Romania,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.53,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,RUS,Russian Federation,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,2.81,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,RWA,Rwanda,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.19,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SAU,Saudi Arabia,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,1.27,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SEN,Senegal,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.29,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SRB,Serbia,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.24,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLE,Sierra Leone,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.07,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SGP,Singapore,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.1,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SVK,Slovak Republic,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.05,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SVN,Slovenia,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.04,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLB,Solomon Islands,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.01,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SOM,Somalia,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.13,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ZAF,South Africa,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.71,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SSD,South Sudan,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.15,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ESP,Spain,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.96,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LKA,Sri Lanka,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.39,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LCA,St. Lucia,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.01,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SDN,Sudan,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.48,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SUR,Suriname,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.01,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SWE,Sweden,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.21,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHE,Switzerland,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.15,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SYR,Syrian Arab Republic,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.31,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TJK,Tajikistan,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.08,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TZA,Tanzania,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,2.22,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,THA,Thailand,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,1.07,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHS,"Bahamas, The",WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.01,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TLS,Timor-Leste,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.01,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TGO,Togo,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.12,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TON,Tonga,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.03,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TTO,Trinidad and Tobago,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.15,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TUN,Tunisia,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.29,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TUR,Turkiye,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,2.03,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TKM,Turkmenistan,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.09,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,UGA,Uganda,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.37,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,UKR,Ukraine,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.99,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.25,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GBR,United Kingdom,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,0.71,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,USA,United States,WB_CLEAR_EPA_N2O_WW,Nitrous oxide emissions from wastewater,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MTCO2E,Megatonnes of CO2-equivalent,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,4.84,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
